customer_ID,Recency,Frequency,Monetary,Segment
20961,94,5,155.64,Loyal
7310,49,2,155.64,Promising
12502,89,6,155.61,Loyal
12153,502,1,155.54,Promising
18348,67,4,155.46,Loyal
19374,134,2,155.4,Promising
13157,498,1,155.37,Promising
1059,541,1,155.37,Promising
22650,247,5,155.32,Promising
674,331,7,155.31,Promising
5295,203,7,155.31,Loyal
8475,24,4,155.29,Loyal
22744,189,3,155.27,Promising
8530,198,3,155.26,Promising
1097,541,1,155.24,Promising
14360,245,2,155.16,Promising
8687,84,9,155.15,Loyal
17505,1,6,154.95,Loyal
23357,83,8,154.9,Loyal
21119,320,3,154.8,Promising
10840,258,3,154.75,Promising
17701,1,4,154.72,Loyal
14426,14,4,154.71,Loyal
23217,422,2,154.68,Promising
3907,74,3,154.67,Promising
9903,123,6,154.66,Loyal
20743,368,4,154.65,Promising
11532,130,4,154.65,Promising
15447,335,2,154.63,Promising
10456,89,5,154.59,Loyal
11540,503,1,154.5,Promising
3159,301,4,154.48,Promising
18715,14,4,154.46,Loyal
10241,500,2,154.41,Promising
3204,413,3,154.37,Promising
6088,336,4,154.35,Promising
14185,60,8,154.3,Loyal
20402,74,7,154.27,Loyal
10865,334,3,154.26,Promising
8403,299,6,154.22,Promising
12806,44,5,154.21,Loyal
1026,374,3,154.18,Promising
20006,126,5,154.13,Loyal
13176,464,2,154.13,Promising
5983,373,4,154.1,Promising
1686,63,7,154.1,Loyal
16812,486,1,154.09,Promising
9676,483,3,154.08,Promising
23142,233,3,154.04,Promising
21994,407,2,154.03,Promising
10432,22,6,154.03,Loyal
9638,96,5,153.99,Loyal
4033,128,4,153.98,Promising
20950,191,3,153.92,Promising
6606,442,4,153.9,Promising
23186,36,6,153.88,Loyal
22964,88,4,153.72,Loyal
11422,14,7,153.71,Loyal
662,110,5,153.71,Loyal
13653,381,3,153.69,Promising
1399,474,3,153.64,Promising
6489,52,5,153.61,Loyal
7752,21,3,153.57,Loyal
4982,182,4,153.56,Promising
5793,248,2,153.54,Promising
10397,200,2,153.53,Promising
20577,25,5,153.5,Loyal
17373,25,8,153.49,Loyal
14526,230,4,153.39,Promising
11740,62,6,153.36,Loyal
3720,62,8,153.3,Loyal
10783,507,1,153.16,Promising
22341,141,8,153.16,Loyal
9936,370,8,153.11,Promising
20143,209,4,153.11,Promising
10029,55,4,153.06,Loyal
892,0,6,153.05,Loyal
1589,300,7,153.05,Promising
20506,362,3,153.03,Promising
19765,323,3,153.01,Promising
4361,111,3,152.98,Promising
11629,12,7,152.92,Loyal
12260,101,7,152.9,Loyal
2591,49,3,152.81,Loyal
21984,218,5,152.67,Promising
5240,143,4,152.57,Promising
16323,112,5,152.52,Loyal
2955,81,5,152.5,Loyal
12128,50,5,152.46,Loyal
17696,217,5,152.45,Promising
3142,228,3,152.43,Promising
13933,493,1,152.43,Promising
1309,187,3,152.38,Promising
4013,525,2,152.36,Promising
305,237,2,152.27,Promising
17419,401,4,152.23,Promising
10017,234,2,152.16,Promising
13261,30,9,152.12,Loyal
18823,102,5,152.12,Loyal
10936,450,4,152.09,Promising
11720,2,10,152.09,Loyal
22150,441,3,152.06,Promising
9647,26,7,151.99,Loyal
1068,83,8,151.9,Loyal
8099,479,3,151.88,Promising
7107,146,7,151.85,Loyal
2262,535,1,151.81,Promising
7283,92,3,151.8,Promising
12323,101,5,151.79,Loyal
14923,185,8,151.77,Loyal
400,107,9,151.76,Loyal
22006,280,3,151.76,Promising
2357,17,6,151.65,Loyal
22287,105,7,151.64,Loyal
11601,174,5,151.6,Promising
21342,113,4,151.6,Promising
21034,58,7,151.59,Loyal
7138,78,4,151.52,Loyal
2637,77,11,151.51,Loyal
15011,52,7,151.49,Loyal
548,50,8,151.46,Loyal
3450,532,1,151.42,Promising
3118,231,6,151.35,Promising
1316,60,7,151.33,Loyal
17056,141,6,151.26,Loyal
12020,488,4,151.25,Promising
10739,206,5,151.23,Promising
6019,105,9,151.21,Loyal
6736,88,6,151.18,Loyal
2150,304,4,151.16,Promising
13857,160,3,151.15,Promising
7128,62,8,151.14,Loyal
15539,482,1,151.06,Promising
2423,524,1,151.03,Promising
15868,222,3,151.01,Promising
22336,222,4,151,Promising
17405,83,3,150.95,Promising
17603,173,8,150.9,Loyal
13636,46,11,150.85,Loyal
15323,314,2,150.84,Promising
13533,60,8,150.83,Loyal
16889,225,7,150.79,Loyal
7515,73,5,150.77,Loyal
22668,372,6,150.68,Promising
15362,151,9,150.58,Loyal
22288,71,7,150.57,Loyal
16847,415,4,150.55,Promising
14836,8,5,150.55,Loyal
22840,358,4,150.53,Promising
4566,18,4,150.47,Loyal
14713,70,2,150.42,Promising
15684,280,7,150.39,Promising
4234,84,5,150.31,Loyal
13168,108,8,150.3,Loyal
6168,211,4,150.23,Promising
15184,371,4,150.12,Promising
3508,442,3,150.12,Promising
14838,27,3,150.08,Loyal
4088,209,7,150.04,Loyal
22513,75,2,150.04,Promising
18943,95,9,149.98,Loyal
16650,487,1,149.9,Promising
8160,117,4,149.88,Promising
16455,487,1,149.88,Promising
23050,415,2,149.87,Promising
11792,480,1,149.86,Promising
23268,419,2,149.82,Promising
23348,338,4,149.76,Promising
4974,2,6,149.73,Loyal
17521,78,3,149.72,Promising
21813,221,3,149.66,Promising
16195,478,2,149.64,Promising
6167,437,2,149.6,Promising
22767,44,3,149.55,Loyal
13417,136,3,149.53,Promising
778,303,5,149.52,Promising
7030,413,4,149.51,Promising
3540,281,7,149.47,Promising
16867,477,2,149.33,Promising
23218,321,5,149.29,Promising
17946,272,3,149.24,Promising
3211,114,5,149.24,Loyal
16815,150,5,149.15,Promising
1045,30,5,149.13,Loyal
15307,120,4,149.12,Promising
2251,364,4,149.1,Promising
16818,468,1,149.08,Promising
1673,90,4,149.08,Loyal
17870,119,10,149.06,Loyal
11134,30,3,149.05,Loyal
19196,433,5,149.04,Promising
3635,68,3,149.02,Promising
14260,282,8,149.02,Loyal
1155,143,2,148.97,Promising
21090,198,3,148.95,Promising
245,19,7,148.75,Loyal
5158,229,8,148.71,Loyal
17708,139,3,148.7,Promising
6577,72,8,148.64,Loyal
6568,135,3,148.63,Promising
7604,403,3,148.63,Promising
11236,442,3,148.59,Promising
17490,366,3,148.59,Promising
13431,84,9,148.58,Loyal
17175,36,8,148.55,Loyal
2358,37,8,148.49,Loyal
19148,298,4,148.48,Promising
2581,351,2,148.47,Promising
698,60,7,148.41,Loyal
4017,126,5,148.37,Loyal
8004,357,2,148.33,Promising
10404,302,4,148.3,Promising
15127,204,5,148.29,Promising
4934,456,3,148.28,Promising
22805,16,3,148.27,Loyal
23144,315,4,148.26,Promising
3117,417,5,148.23,Promising
21499,467,3,148.23,Promising
3765,8,3,148.16,Loyal
21858,50,5,148.13,Loyal
11538,36,7,148.13,Loyal
13458,277,5,148.12,Promising
6213,223,3,148.12,Promising
18954,23,6,148,Loyal
5373,335,6,148,Promising
10813,87,5,147.97,Loyal
8312,451,2,147.95,Promising
9494,26,3,147.85,Loyal
15326,340,4,147.82,Promising
141,54,7,147.75,Loyal
3898,104,5,147.74,Loyal
2873,103,3,147.72,Promising
11324,48,3,147.71,Loyal
2588,276,5,147.7,Promising
11655,503,2,147.7,Promising
7441,63,5,147.65,Loyal
6508,40,5,147.64,Loyal
8927,512,1,147.58,Promising
8363,514,1,147.58,Promising
3762,348,4,147.55,Promising
14512,336,2,147.48,Promising
18648,116,6,147.48,Loyal
17047,82,9,147.47,Loyal
13631,21,5,147.47,Loyal
10468,50,9,147.39,Loyal
11844,360,4,147.39,Promising
1728,222,4,147.27,Promising
22892,427,2,147.26,Promising
18928,40,7,147.25,Loyal
23501,449,3,147.24,Promising
4833,92,2,147.24,Promising
4394,32,5,147.23,Loyal
4637,69,5,147.19,Loyal
11945,23,6,147.19,Loyal
9218,120,3,147.12,Promising
4089,18,8,147.12,Loyal
4290,92,6,147.09,Loyal
6992,107,3,147,Promising
10236,32,9,146.9,Loyal
9715,436,4,146.86,Promising
13178,135,7,146.82,Loyal
7585,183,4,146.79,Promising
13206,20,4,146.77,Loyal
19052,235,5,146.73,Promising
8107,211,5,146.69,Promising
16206,49,8,146.68,Loyal
8760,194,6,146.61,Promising
7131,267,2,146.6,Promising
7510,516,1,146.48,Promising
202,544,2,146.46,Promising
148,101,7,146.44,Loyal
18390,19,4,146.41,Loyal
23164,196,4,146.39,Promising
10995,467,1,146.34,Promising
21800,121,4,146.31,Promising
16764,175,4,146.29,Promising
11813,494,2,146.29,Promising
12322,26,5,146.29,Loyal
14008,345,4,146.28,Promising
4601,55,6,146.23,Loyal
17386,447,2,146.12,Promising
10996,106,7,146.11,Loyal
15561,365,4,146.08,Promising
12384,341,2,146.06,Promising
1931,100,7,146.03,Loyal
16899,220,2,146.01,Promising
18774,208,4,145.97,Promising
21697,217,4,145.95,Promising
17110,113,3,145.91,Promising
2352,355,3,145.88,Promising
10822,102,6,145.85,Loyal
8415,336,4,145.82,Promising
10692,49,6,145.81,Loyal
3833,5,3,145.8,Loyal
10262,423,4,145.79,Promising
17148,60,7,145.78,Loyal
21052,207,3,145.77,Promising
9804,44,4,145.77,Loyal
15701,413,4,145.77,Promising
843,316,5,145.76,Promising
13444,498,1,145.74,Promising
10565,325,4,145.7,Promising
12016,79,7,145.7,Loyal
20942,106,5,145.66,Loyal
14967,89,4,145.64,Loyal
23463,189,4,145.64,Promising
23558,125,4,145.6,Promising
14527,381,3,145.55,Promising
12509,148,4,145.55,Promising
899,542,1,145.47,Hibernating
4527,88,5,145.46,Loyal
6373,76,9,145.46,Loyal
12340,494,2,145.44,Promising
21818,469,1,145.43,Promising
22931,464,1,145.42,Promising
23239,425,2,145.41,Promising
10010,418,5,145.38,Promising
16766,210,3,145.35,Promising
15596,372,2,145.32,Promising
7067,42,6,145.28,Loyal
12884,407,3,145.26,Promising
9053,397,3,145.24,Promising
14863,210,2,145.21,Promising
15615,86,4,145.17,Loyal
8021,132,7,145.12,Loyal
13393,29,4,145.08,Loyal
16066,487,1,145.08,Promising
14563,124,5,145.06,Loyal
21214,19,5,145.03,Loyal
14738,488,3,145.01,Promising
5622,483,2,144.97,Promising
19160,31,5,144.92,Loyal
1327,469,5,144.86,Promising
8219,40,3,144.85,Loyal
3497,52,4,144.84,Loyal
8518,143,2,144.77,Promising
9959,159,5,144.72,Promising
1644,117,5,144.7,Loyal
6296,33,8,144.69,Loyal
15502,26,3,144.67,Loyal
16052,47,7,144.66,Loyal
6064,68,3,144.56,Promising
19687,283,3,144.54,Promising
21915,397,2,144.47,Promising
16271,323,4,144.29,Promising
6749,323,2,144.24,Promising
7113,162,6,144.03,Loyal
849,58,10,143.94,Loyal
9969,239,2,143.91,Promising
13266,317,10,143.83,Loyal
3462,56,4,143.81,Loyal
15380,124,4,143.8,Promising
14044,115,6,143.79,Loyal
10451,476,3,143.76,Promising
11951,128,4,143.71,Promising
18593,412,2,143.68,Promising
6965,55,5,143.61,Loyal
9646,93,5,143.55,Loyal
9371,378,3,143.46,Promising
12798,11,4,143.4,Loyal
18704,241,2,143.36,Promising
6809,120,4,143.35,Promising
8501,139,3,143.34,Promising
23404,428,2,143.34,Promising
4015,256,2,143.32,Promising
6961,201,2,143.25,Promising
23374,412,4,143.22,Promising
16580,31,5,143.08,Loyal
11191,170,8,143.01,Loyal
15552,327,3,142.94,Promising
11840,93,4,142.93,Promising
8666,289,4,142.93,Promising
23136,108,4,142.91,Promising
4273,57,3,142.85,Promising
10949,304,6,142.84,Promising
14315,31,5,142.78,Loyal
4343,310,3,142.76,Promising
1609,62,8,142.62,Loyal
3903,7,10,142.58,Loyal
14764,115,4,142.52,Promising
14123,70,4,142.48,Loyal
6944,333,5,142.4,Promising
10913,506,1,142.38,Promising
18967,240,4,142.35,Promising
14901,137,4,142.33,Promising
22003,370,4,142.27,Promising
22882,95,4,142.23,Promising
11070,19,3,142.21,Loyal
13786,229,6,142.19,Promising
1427,145,3,142.18,Promising
780,171,4,142.18,Promising
19485,89,3,142.17,Promising
7463,13,6,142.1,Loyal
20023,374,4,142.07,Promising
19233,478,1,142.03,Promising
6207,17,5,141.98,Loyal
14826,26,6,141.98,Loyal
2808,465,2,141.95,Promising
22687,310,5,141.92,Promising
1228,233,7,141.91,Loyal
5839,369,2,141.9,Promising
21153,5,4,141.89,Loyal
5717,523,1,141.85,Promising
16167,42,8,141.84,Loyal
7688,170,2,141.83,Promising
10967,286,5,141.78,Promising
19465,275,4,141.73,Promising
5752,491,1,141.7,Promising
2811,101,5,141.69,Loyal
14275,108,5,141.64,Loyal
10302,91,8,141.51,Loyal
17786,0,6,141.5,Loyal
13872,208,2,141.44,Promising
18354,95,6,141.41,Loyal
3154,83,5,141.41,Loyal
16012,438,2,141.4,Promising
10315,94,2,141.4,Promising
15995,335,3,141.39,Promising
6045,39,6,141.36,Loyal
9351,494,2,141.29,Promising
4560,74,4,141.29,Loyal
4114,481,2,141.16,Promising
22833,65,4,141.11,Loyal
14853,27,4,141.09,Loyal
10847,58,2,141.09,Promising
11663,324,8,141.01,Promising
13304,497,1,140.93,Promising
11664,2,3,140.9,Loyal
6037,116,4,140.9,Promising
5004,152,5,140.58,Promising
21687,115,7,140.54,Loyal
16515,336,3,140.45,Promising
1854,196,4,140.44,Promising
5259,249,2,140.41,Promising
14228,128,3,140.41,Promising
19518,235,2,140.36,Promising
8114,141,4,140.31,Promising
15350,336,4,140.29,Promising
23296,72,5,140.28,Loyal
14411,99,4,140.24,Promising
3339,97,4,140.24,Promising
19826,200,2,140.2,Promising
1799,180,5,140.19,Promising
7453,28,2,140.15,Loyal
3646,109,4,140.11,Promising
20776,44,7,140.1,Loyal
1974,427,2,140.09,Promising
17102,485,1,140.07,Promising
8046,485,2,140.05,Promising
13604,202,5,139.97,Promising
16544,486,1,139.9,Promising
23472,316,2,139.88,Promising
13501,169,4,139.85,Promising
12567,50,4,139.84,Loyal
17279,198,4,139.84,Promising
3551,60,4,139.82,Loyal
279,320,3,139.81,Promising
2355,196,2,139.81,Promising
20593,163,3,139.81,Promising
1313,28,4,139.79,Loyal
16374,245,9,139.74,Loyal
11573,421,2,139.68,Promising
19587,275,5,139.66,Promising
4297,200,4,139.66,Promising
23492,337,2,139.66,Promising
9266,210,5,139.63,Promising
10462,442,3,139.55,Promising
5417,117,3,139.54,Promising
21139,226,4,139.53,Promising
14396,93,2,139.48,Promising
19335,175,5,139.43,Promising
8066,234,3,139.38,Promising
19896,95,5,139.29,Loyal
13335,53,8,139.25,Loyal
8433,448,5,139.23,Promising
404,71,7,139.18,Loyal
3014,27,5,139.13,Loyal
9830,327,5,139.13,Promising
20746,12,8,139.11,Loyal
20853,292,3,139.1,Promising
19894,237,4,139.08,Promising
8369,18,3,139.07,Loyal
11146,162,5,139.07,Promising
2898,520,1,139.06,Hibernating
6598,18,5,139.03,Loyal
17427,420,5,139.01,Promising
8796,13,6,138.96,Loyal
9194,13,6,138.95,Loyal
15936,117,4,138.92,Promising
16472,43,5,138.79,Loyal
20256,475,1,138.77,Promising
9905,40,5,138.75,Loyal
10598,394,3,138.74,Promising
2753,101,6,138.72,Loyal
15476,453,2,138.71,Promising
15695,59,9,138.69,Loyal
3205,125,8,138.68,Loyal
2462,359,5,138.65,Promising
21887,101,6,138.65,Loyal
1668,201,6,138.64,Promising
6282,370,2,138.63,Promising
19874,86,2,138.62,Promising
19004,31,4,138.59,Loyal
3479,69,3,138.54,Promising
7001,96,2,138.5,Promising
5412,469,1,138.48,Promising
5350,486,4,138.48,Promising
5257,265,9,138.47,Loyal
15865,339,4,138.47,Promising
5117,0,3,138.46,Loyal
1121,162,4,138.46,Promising
20724,468,1,138.45,Promising
5741,364,8,138.44,Promising
17394,7,5,138.4,Loyal
19746,476,1,138.4,Promising
6084,92,4,138.38,Promising
7840,85,6,138.36,Loyal
124,200,5,138.35,Promising
23465,64,3,138.32,Promising
8584,186,4,138.31,Promising
9460,182,3,138.24,Promising
5252,29,4,138.24,Loyal
23077,34,10,138.2,Loyal
9046,172,5,138.2,Promising
11583,475,2,138.13,Promising
19756,116,8,138.09,Loyal
8199,186,3,137.91,Promising
5010,224,7,137.8,Loyal
19824,0,5,137.77,Loyal
14814,99,5,137.75,Loyal
15415,158,4,137.72,Promising
3437,483,4,137.72,Promising
7603,102,5,137.71,Loyal
9428,434,2,137.71,Promising
1564,264,5,137.7,Promising
15074,330,2,137.68,Promising
14154,104,6,137.59,Loyal
14342,334,6,137.53,Promising
25,22,8,137.53,Loyal
15244,117,6,137.51,Loyal
13595,223,5,137.47,Promising
5195,75,3,137.46,Promising
13573,103,4,137.43,Promising
20337,474,1,137.41,Promising
15314,16,6,137.4,Loyal
20680,415,3,137.39,Promising
8637,513,1,137.33,Hibernating
9125,256,3,137.31,Promising
1582,18,4,137.25,Loyal
2104,495,4,137.25,Promising
8348,85,4,137.19,Loyal
1642,259,8,137.18,Loyal
1413,272,3,137.17,Promising
17974,275,5,137.16,Promising
2835,185,4,137.15,Promising
983,541,1,137.11,Hibernating
13219,467,1,137.04,Promising
21343,207,6,137.03,Promising
12349,493,3,137.02,Promising
10213,297,3,137.01,Promising
18589,288,3,137.01,Promising
8414,18,5,137,Loyal
18833,480,1,136.98,Promising
22262,333,2,136.97,Promising
13396,132,6,136.91,Loyal
11101,306,2,136.9,Promising
23373,43,7,136.89,Loyal
1649,212,5,136.88,Promising
1692,505,2,136.83,Promising
18494,102,4,136.82,Promising
20894,338,4,136.79,Promising
11001,506,1,136.77,Hibernating
22872,37,2,136.76,Promising
11040,506,1,136.74,Hibernating
3592,62,3,136.74,Promising
8916,101,3,136.7,Promising
13570,439,3,136.69,Promising
21821,353,4,136.67,Promising
5500,232,4,136.62,Promising
12466,121,3,136.6,Promising
918,205,3,136.59,Promising
20963,98,8,136.53,Loyal
5556,492,3,136.51,Promising
22828,417,2,136.5,Promising
20967,142,5,136.45,Promising
15638,221,5,136.42,Promising
3127,26,7,136.42,Loyal
13019,143,6,136.36,Loyal
16793,174,5,136.35,Promising
15145,421,4,136.34,Promising
9477,77,9,136.32,Loyal
2035,426,2,136.3,Promising
3782,175,6,136.24,Loyal
18381,256,2,136.23,Promising
10689,74,4,136.2,Loyal
1833,2,8,136.17,Loyal
19747,370,2,136.07,Promising
6968,20,9,136.07,Loyal
2864,365,4,136.03,Promising
10487,429,4,136.01,Promising
17853,5,6,136.01,Loyal
19260,367,6,135.97,Promising
20510,45,6,135.96,Loyal
18682,480,1,135.93,Promising
19136,25,4,135.92,Loyal
3960,119,5,135.91,Loyal
17753,163,3,135.9,Promising
22652,96,6,135.88,Loyal
27,534,2,135.87,Promising
6980,101,6,135.84,Loyal
6932,519,1,135.8,Hibernating
15627,52,4,135.8,Loyal
3345,192,4,135.72,Promising
3021,494,2,135.71,Promising
6539,520,1,135.7,Hibernating
10833,507,2,135.68,Promising
10021,274,4,135.68,Promising
8624,330,5,135.67,Promising
13017,35,7,135.61,Loyal
11217,501,1,135.6,Hibernating
265,495,3,135.6,Promising
21444,470,1,135.59,Promising
8141,515,1,135.59,Hibernating
17728,91,4,135.58,Promising
368,267,2,135.58,Promising
10391,449,4,135.57,Promising
5041,30,5,135.55,Loyal
12007,23,5,135.5,Loyal
18460,131,3,135.39,Promising
2742,517,3,135.39,Promising
21963,59,4,135.38,Loyal
8405,67,4,135.36,Loyal
14167,445,4,135.35,Promising
21427,470,1,135.34,Promising
4946,491,2,135.33,Promising
1323,324,4,135.3,Promising
10277,461,3,135.29,Promising
1635,56,6,135.27,Loyal
16854,372,3,135.26,Promising
22706,280,8,135.18,Loyal
6714,512,2,135.16,Promising
9758,59,7,135.16,Loyal
18584,100,2,135.15,Promising
8242,515,2,134.96,Promising
926,183,3,134.94,Promising
16395,453,2,134.91,Promising
5285,206,5,134.91,Promising
23090,198,4,134.9,Promising
12899,34,5,134.9,Loyal
4880,449,3,134.76,Promising
20736,125,2,134.73,Promising
7540,6,3,134.72,Loyal
23413,100,6,134.66,Loyal
15930,85,5,134.65,Loyal
9841,105,6,134.64,Loyal
23544,157,3,134.63,Promising
5012,526,1,134.55,Hibernating
12383,496,2,134.54,Promising
19998,371,2,134.5,Promising
9709,141,4,134.43,Promising
848,42,4,134.39,Loyal
15128,463,3,134.33,Promising
6590,501,2,134.33,Promising
3799,90,5,134.32,Loyal
17591,38,6,134.3,Loyal
2889,401,5,134.29,Promising
1830,538,1,134.28,Hibernating
1638,32,5,134.26,Loyal
6796,2,6,134.22,Loyal
702,147,7,134.19,Loyal
14325,56,6,134.17,Loyal
14683,340,3,134.14,Promising
18089,195,8,134.12,Loyal
5671,71,8,134.1,Loyal
12436,244,5,134.1,Promising
3068,345,5,134,Promising
14633,166,3,133.96,Promising
15288,95,2,133.96,Promising
14704,15,5,133.95,Loyal
3770,364,3,133.95,Promising
5569,224,3,133.89,Promising
11514,444,2,133.89,Promising
6264,179,4,133.87,Promising
6557,283,2,133.87,Promising
8053,125,7,133.81,Loyal
19976,265,2,133.77,Promising
9632,60,6,133.76,Loyal
13779,356,8,133.68,Promising
13510,23,2,133.65,Loyal
18347,369,3,133.64,Promising
208,129,2,133.63,Promising
6328,366,4,133.55,Promising
11694,430,4,133.54,Promising
13213,88,6,133.53,Loyal
18171,95,5,133.52,Loyal
9568,75,6,133.51,Loyal
8426,208,4,133.46,Promising
16770,480,2,133.45,Promising
3566,208,2,133.41,Promising
4798,49,7,133.36,Loyal
22456,317,2,133.32,Promising
3767,507,2,133.3,Promising
17076,311,2,133.26,Promising
9376,333,2,133.25,Promising
3856,223,4,133.16,Promising
20840,295,2,133.14,Promising
4640,330,3,133.12,Promising
18230,141,3,133.1,Promising
19243,134,6,133.08,Loyal
7542,416,5,133.08,Promising
21140,246,6,133.07,Promising
20454,16,6,133,Loyal
18696,105,5,132.99,Loyal
21017,472,1,132.97,Promising
14409,278,4,132.93,Promising
17740,4,4,132.93,Loyal
15766,18,9,132.9,Loyal
19082,479,1,132.88,Promising
1929,307,3,132.86,Promising
8511,128,10,132.82,Loyal
19121,108,5,132.81,Loyal
21742,320,3,132.77,Promising
14379,453,3,132.76,Promising
4777,35,5,132.72,Loyal
20966,472,1,132.71,Promising
13406,96,5,132.69,Loyal
13667,223,5,132.68,Promising
23204,2,7,132.66,Loyal
8966,224,3,132.64,Promising
1474,15,3,132.61,Loyal
1596,139,4,132.6,Promising
1241,153,5,132.57,Promising
17936,336,3,132.56,Promising
15456,426,2,132.49,Promising
23121,25,4,132.42,Loyal
14947,171,3,132.37,Promising
16741,182,5,132.32,Promising
23086,66,4,132.31,Loyal
4413,24,8,132.2,Loyal
20118,174,4,132.2,Promising
18851,183,4,132.16,Promising
9505,123,4,132.03,Promising
1066,198,3,132.03,Promising
13686,163,8,132.02,Loyal
23489,9,5,131.94,Loyal
2850,148,3,131.93,Promising
18275,26,5,131.92,Loyal
12676,481,2,131.91,Promising
22721,465,1,131.88,Promising
4278,33,3,131.86,Loyal
4615,72,7,131.83,Loyal
7399,67,7,131.79,Loyal
16631,95,8,131.79,Loyal
10366,221,5,131.78,Promising
10797,2,6,131.76,Loyal
19557,422,4,131.73,Promising
17149,241,5,131.73,Promising
4182,31,9,131.71,Loyal
5594,24,7,131.7,Loyal
10652,311,4,131.69,Promising
14594,493,1,131.65,Hibernating
13909,104,4,131.6,Promising
11272,17,8,131.51,Loyal
15098,112,3,131.46,Promising
10025,251,2,131.45,Promising
14919,478,3,131.36,Promising
1581,272,5,131.33,Promising
23363,402,3,131.32,Promising
4526,429,4,131.31,Promising
19980,379,3,131.24,Promising
5344,525,1,131.22,Hibernating
11567,6,6,131.19,Loyal
7266,518,1,131.16,Hibernating
14119,338,2,131.06,Promising
10078,20,8,130.99,Loyal
16532,245,8,130.95,Loyal
11171,65,6,130.93,Loyal
21243,265,3,130.9,Promising
18365,40,7,130.87,Loyal
2015,463,2,130.87,Promising
23111,16,5,130.86,Loyal
17575,54,4,130.8,Loyal
19996,31,6,130.8,Loyal
7868,160,5,130.78,Promising
16260,481,1,130.75,Promising
1196,164,4,130.72,Promising
12465,501,1,130.69,Hibernating
4456,180,3,130.67,Promising
2586,521,4,130.64,Promising
11760,464,6,130.59,Promising
20547,304,8,130.58,Promising
12624,143,3,130.56,Promising
4461,42,5,130.54,Loyal
20481,419,2,130.52,Promising
19254,467,2,130.51,Promising
17344,274,6,130.49,Promising
11692,358,2,130.48,Promising
1557,538,2,130.47,Promising
4433,528,1,130.47,Hibernating
15864,27,3,130.43,Loyal
7482,396,4,130.39,Promising
5574,9,6,130.36,Loyal
19316,337,2,130.31,Promising
21302,244,6,130.3,Promising
3298,291,4,130.22,Promising
13954,20,6,130.19,Loyal
6777,102,6,130.16,Loyal
19783,136,2,130.14,Promising
6337,82,3,130.1,Promising
2152,307,3,130.07,Promising
5466,97,8,130.07,Loyal
5723,420,5,130.07,Promising
17986,136,2,130.05,Promising
17389,449,2,130.04,Promising
18617,76,5,130.03,Loyal
19888,230,4,130.02,Promising
8868,513,1,129.98,Hibernating
17617,284,2,129.97,Promising
22527,466,1,129.96,Promising
15168,403,5,129.92,Promising
12613,152,2,129.91,Promising
11560,504,2,129.89,Promising
17176,222,4,129.82,Promising
11003,114,7,129.8,Loyal
4246,497,4,129.77,Promising
9417,200,4,129.74,Promising
16675,487,1,129.71,Hibernating
7338,183,8,129.67,Loyal
22060,34,6,129.66,Loyal
13186,213,3,129.61,Promising
18325,481,1,129.61,Hibernating
22394,58,3,129.56,Promising
8988,74,4,129.55,Loyal
1851,221,6,129.55,Promising
13841,488,1,129.51,Hibernating
12593,74,4,129.51,Loyal
19979,449,4,129.51,Promising
7512,73,6,129.51,Loyal
6361,314,3,129.48,Promising
15625,52,8,129.48,Loyal
1430,514,2,129.41,Promising
3328,123,6,129.38,Loyal
9422,166,4,129.35,Promising
6887,515,1,129.33,Hibernating
13842,442,5,129.32,Promising
9622,400,2,129.31,Promising
11312,272,2,129.27,Promising
4123,27,4,129.25,Loyal
56,195,4,129.19,Promising
742,519,2,129.15,Promising
10266,508,1,129.09,Hibernating
17152,388,4,129.07,Promising
2343,428,2,129.06,Promising
2833,33,3,128.99,Loyal
19986,113,5,128.93,Loyal
3492,507,2,128.92,Promising
5814,430,5,128.88,Promising
5499,212,5,128.85,Promising
5971,278,5,128.81,Promising
2305,24,8,128.58,Loyal
12008,103,5,128.56,Loyal
18121,83,4,128.51,Promising
6811,519,1,128.49,Hibernating
14914,490,1,128.49,Hibernating
10982,369,4,128.47,Promising
19300,407,6,128.44,Promising
16154,207,5,128.41,Promising
6596,8,6,128.35,Loyal
16007,236,4,128.33,Promising
20443,258,6,128.28,Promising
9542,100,4,128.28,Promising
8576,84,4,128.27,Promising
10038,0,6,128.26,Loyal
13730,234,2,128.23,Promising
6491,199,3,128.21,Promising
14692,192,2,128.19,Promising
20549,436,3,128.18,Promising
15840,382,4,128.18,Promising
5844,270,3,128.16,Promising
18442,264,5,128.1,Promising
15540,286,5,128.09,Promising
22372,49,3,128.09,Loyal
2900,151,3,128.08,Promising
813,490,2,128.08,Promising
13835,123,4,128.02,Promising
20994,133,4,127.98,Promising
13462,253,3,127.96,Promising
1201,9,2,127.94,Loyal
15771,306,8,127.93,Promising
3316,229,2,127.91,Promising
16469,487,1,127.91,Hibernating
7851,35,5,127.89,Loyal
7548,232,6,127.88,Promising
5755,6,5,127.86,Loyal
1842,103,3,127.81,Promising
18660,139,5,127.79,Promising
17762,470,2,127.73,Promising
23387,212,5,127.67,Promising
13528,212,5,127.65,Promising
10486,321,2,127.65,Promising
20322,264,4,127.64,Promising
12030,112,6,127.64,Loyal
10976,506,1,127.55,Hibernating
22495,187,5,127.51,Promising
18005,473,1,127.51,Hibernating
16040,2,4,127.5,Loyal
22008,145,3,127.49,Promising
17579,200,5,127.49,Promising
18346,60,4,127.47,Loyal
