customer_ID,Recency,Frequency,Monetary
15270,332,3,90.85
21993,429,2,90.84
13502,329,3,90.83
14964,48,2,90.82
21362,64,3,90.81
376,18,3,90.81
9048,147,3,90.8
16213,487,2,90.77
16473,4,2,90.73
8013,62,4,90.72
14326,109,6,90.67
22100,468,1,90.65
14444,172,3,90.65
8419,298,7,90.63
17084,265,5,90.63
19643,220,3,90.61
16609,487,1,90.58
7347,48,5,90.57
23518,462,1,90.56
1295,505,1,90.56
19046,34,5,90.52
4324,74,4,90.5
14536,81,4,90.48
11534,504,2,90.46
21381,135,3,90.41
11644,88,7,90.38
6821,320,5,90.38
2342,272,4,90.37
16521,21,4,90.29
11289,202,3,90.28
10390,106,2,90.25
15315,235,3,90.25
345,242,2,90.25
14449,208,4,90.21
3687,478,3,90.19
3281,502,2,90.18
2700,535,1,90.18
4279,528,1,90.17
23083,463,1,90.17
12959,78,2,90.16
3515,284,9,90.15
595,191,3,90.15
19751,336,3,90.03
2046,194,4,90.02
8861,472,3,90.01
21390,316,4,89.99
5547,511,2,89.99
9771,510,1,89.99
12468,491,1,89.98
20104,463,2,89.98
12542,450,2,89.97
2925,534,1,89.94
18192,482,1,89.94
2119,537,1,89.94
23306,453,3,89.93
12189,28,6,89.92
9782,252,2,89.91
379,513,4,89.85
15881,87,5,89.83
18556,455,3,89.83
8172,500,2,89.82
7280,61,3,89.8
17301,100,3,89.78
10889,404,5,89.78
1694,539,1,89.77
17632,457,2,89.76
17369,483,1,89.76
16642,398,2,89.76
13220,498,1,89.74
2183,163,5,89.74
3367,68,2,89.73
6567,54,4,89.72
4784,280,3,89.71
16205,27,3,89.67
22299,7,3,89.65
3383,518,1,89.65
18695,74,4,89.64
1260,7,4,89.63
21489,470,1,89.59
18081,482,1,89.58
8411,475,2,89.57
20980,13,4,89.56
18384,154,2,89.55
700,542,1,89.54
6881,284,2,89.54
12052,379,2,89.5
22463,257,3,89.5
19002,479,1,89.49
17647,94,2,89.46
9215,149,3,89.46
21523,134,3,89.44
9539,264,2,89.44
22330,321,2,89.43
7290,504,1,89.4
6269,464,2,89.4
11790,244,4,89.39
18550,445,3,89.37
18504,481,1,89.37
7797,221,3,89.32
4286,293,4,89.28
2511,535,1,89.27
916,542,1,89.24
12710,199,3,89.21
20140,454,3,89.2
17384,484,1,89.18
10702,68,4,89.18
11722,328,4,89.17
13571,433,2,89.17
13694,209,3,89.16
10040,371,2,89.16
22756,115,3,89.16
21198,217,3,89.1
9013,27,3,89.09
2,534,2,89.0
8334,310,3,88.97
10401,29,3,88.96
12280,99,2,88.95
16999,486,1,88.91
12230,247,3,88.89
21616,463,2,88.87
20045,203,4,88.87
315,472,3,88.86
15138,363,4,88.85
9077,512,1,88.84
18235,117,3,88.83
4760,79,5,88.83
1577,150,2,88.82
22331,251,2,88.8
10005,500,1,88.8
5641,523,1,88.77
9264,511,1,88.77
17320,36,6,88.75
16934,119,4,88.75
6988,512,2,88.74
7826,91,4,88.74
7572,74,4,88.73
8039,515,1,88.7
7172,18,4,88.68
12176,88,6,88.67
7186,404,3,88.63
13669,483,3,88.63
13292,175,3,88.61
17454,80,3,88.6
4860,451,2,88.6
5667,484,2,88.58
1963,476,2,88.58
9486,262,3,88.57
14615,129,4,88.55
6940,43,3,88.49
5782,264,3,88.44
11984,503,1,88.44
23414,185,5,88.44
18799,334,2,88.42
20896,472,1,88.41
5935,499,2,88.41
1263,112,2,88.4
22791,17,5,88.4
6602,478,3,88.4
4437,521,1,88.38
2946,314,2,88.38
3196,533,1,88.38
19101,112,4,88.37
4404,371,2,88.28
726,529,3,88.26
17406,484,1,88.25
19142,40,2,88.23
19940,455,2,88.21
17347,484,1,88.21
5245,518,2,88.21
8605,4,4,88.2
2409,514,2,88.19
3855,201,2,88.18
20474,473,1,88.18
10769,276,3,88.16
2594,95,4,88.16
8977,290,4,88.15
4147,99,5,88.15
20525,95,2,88.14
19800,107,4,88.14
19188,245,3,88.1
14710,188,3,88.07
14948,423,3,88.07
8804,478,5,88.06
6488,513,2,88.04
8869,513,1,87.99
8533,330,2,87.99
6364,437,2,87.98
6729,501,2,87.97
3705,504,3,87.95
17873,211,3,87.93
9690,67,3,87.92
12104,224,4,87.88
1373,534,2,87.85
21614,233,3,87.85
10661,169,5,87.79
23210,463,1,87.78
12850,422,3,87.78
4228,529,1,87.78
14190,156,4,87.69
1657,510,2,87.67
7711,65,5,87.67
7349,110,2,87.65
19572,338,5,87.64
15119,443,3,87.63
18796,474,2,87.61
6474,482,2,87.61
763,523,2,87.59
12094,502,1,87.58
10120,42,2,87.58
16540,482,2,87.56
19091,479,1,87.52
4919,156,4,87.5
18312,68,4,87.47
15160,37,3,87.45
11031,414,3,87.44
11777,233,2,87.44
10483,508,1,87.43
4972,466,2,87.4
17832,458,2,87.4
1325,540,1,87.4
17604,461,3,87.38
17096,463,4,87.38
12426,230,2,87.28
286,533,2,87.27
8707,186,4,87.26
11088,97,4,87.26
3072,415,3,87.25
22896,364,2,87.22
5360,39,3,87.21
19379,437,2,87.2
4582,506,1,87.18
7714,176,3,87.18
22922,430,2,87.18
19419,116,2,87.16
9932,313,2,87.1
20490,418,3,87.1
10835,447,3,87.1
10574,507,1,87.03
20735,473,1,87.02
14171,495,1,86.97
16991,486,1,86.97
21451,411,2,86.97
15217,442,2,86.88
11027,478,2,86.88
13797,483,2,86.87
19344,475,3,86.82
5687,39,4,86.82
3077,533,1,86.78
12256,275,3,86.76
11164,296,5,86.74
11959,175,2,86.72
3471,16,3,86.7
5025,302,3,86.7
5106,279,3,86.69
12774,232,2,86.67
2940,528,3,86.64
17343,445,3,86.63
2288,105,4,86.62
14334,302,4,86.61
1289,232,2,86.61
11100,506,1,86.6
15538,465,2,86.6
5592,453,2,86.58
4671,54,8,86.56
7870,516,1,86.56
5948,254,4,86.55
2737,164,2,86.55
12700,499,1,86.52
4194,204,3,86.49
8384,315,5,86.48
18639,386,5,86.46
19584,318,2,86.45
3999,102,3,86.45
11388,505,1,86.42
7294,109,3,86.42
10048,203,3,86.41
13456,351,2,86.41
1008,409,3,86.38
1703,158,2,86.37
12148,72,4,86.36
13375,454,2,86.34
764,67,4,86.33
222,243,3,86.33
3625,531,1,86.31
8948,493,2,86.31
1254,148,5,86.22
53,57,6,86.21
1164,515,2,86.2
12619,225,4,86.17
18303,117,4,86.13
3290,93,5,86.12
13663,497,1,86.11
12139,145,5,86.09
9559,509,2,86.05
210,96,2,86.03
21197,471,1,86.02
5940,521,1,86.02
2340,492,3,86.01
23203,196,2,86.0
7356,513,3,85.99
15189,27,4,85.98
3584,432,3,85.98
22509,442,2,85.98
4068,529,1,85.98
4398,504,2,85.97
18666,145,4,85.97
465,449,2,85.96
4645,518,2,85.96
11633,206,2,85.96
6890,11,4,85.96
6756,471,2,85.93
21272,4,6,85.92
17379,49,5,85.89
3082,173,5,85.81
11549,458,2,85.8
11592,504,1,85.8
13614,453,4,85.79
15236,491,1,85.74
4265,115,3,85.7
15076,296,4,85.69
22164,345,3,85.69
5503,367,4,85.65
23272,77,4,85.64
12356,183,5,85.64
18853,459,3,85.64
5465,473,3,85.63
3109,533,1,85.61
10793,15,3,85.6
5552,524,1,85.59
7996,513,1,85.58
5261,286,3,85.52
7564,143,6,85.47
9639,371,2,85.47
17518,120,3,85.45
10774,3,6,85.44
14888,13,3,85.41
6442,281,4,85.41
4305,493,2,85.39
19665,440,2,85.39
6578,464,2,85.38
10185,135,6,85.37
11083,331,2,85.37
13864,139,2,85.35
704,161,4,85.35
16051,453,2,85.31
2865,499,4,85.28
9810,25,4,85.28
10429,200,4,85.27
4568,527,1,85.25
2932,493,2,85.24
13792,484,1,85.21
6311,17,4,85.21
15188,212,4,85.21
23223,408,2,85.18
16572,408,3,85.18
3304,532,1,85.17
22694,220,7,85.17
589,193,3,85.17
16354,127,2,85.16
5097,74,2,85.14
7080,110,3,85.08
16710,94,3,85.06
2095,445,3,85.05
18654,16,3,85.05
11942,120,6,85.05
15461,448,2,85.04
4164,495,2,85.02
20378,472,2,85.02
10209,508,1,85.0
3504,532,1,85.0
2963,316,4,84.99
13723,358,4,84.99
449,528,2,84.99
3121,371,4,84.98
20827,230,4,84.98
9620,420,3,84.95
5435,2,3,84.95
9224,485,2,84.94
924,282,2,84.94
6695,39,4,84.92
16329,364,4,84.9
15220,130,4,84.89
7775,262,2,84.88
3165,103,3,84.88
6014,391,3,84.85
19435,323,2,84.84
4859,524,2,84.79
18452,481,1,84.79
9054,512,1,84.73
8794,262,6,84.73
14000,423,3,84.68
4495,236,2,84.67
10297,490,2,84.66
2414,536,1,84.65
5820,425,2,84.61
12324,495,2,84.61
4094,529,1,84.59
19974,371,2,84.59
15341,330,2,84.58
15431,469,2,84.58
682,513,2,84.58
5472,524,1,84.58
22640,464,1,84.56
23344,463,1,84.51
14221,13,3,84.5
21340,213,2,84.48
12334,251,2,84.47
2792,218,3,84.43
19040,257,3,84.41
18993,14,5,84.41
20958,472,1,84.41
135,545,2,84.39
11211,247,3,84.37
18598,12,5,84.37
21634,40,4,84.35
22711,121,3,84.35
10713,184,4,84.29
9145,58,5,84.29
200,524,2,84.29
10495,3,3,84.28
11394,505,1,84.27
18789,480,1,84.26
11385,491,4,84.25
20928,29,6,84.23
11038,471,3,84.23
2253,73,2,84.2
9925,107,2,84.2
18653,234,2,84.19
9011,366,4,84.19
5969,66,2,84.16
20050,325,2,84.15
11090,251,2,84.13
3595,10,5,84.11
22811,465,1,84.08
14327,495,1,84.08
2053,53,5,84.07
10801,507,1,84.01
17424,367,2,84.0
13466,498,1,83.97
18834,279,4,83.96
22521,456,2,83.95
17383,270,3,83.94
12467,135,6,83.94
6030,315,4,83.94
16073,451,2,83.84
11948,503,1,83.82
22751,451,3,83.82
8974,512,1,83.82
6588,115,3,83.81
18600,81,4,83.81
3968,485,2,83.81
804,103,3,83.78
10330,463,1,83.77
10884,502,1,83.77
12904,499,1,83.77
5218,523,1,83.77
15402,491,1,83.77
20632,473,1,83.74
3392,475,2,83.72
1801,538,1,83.71
16612,230,3,83.71
4960,516,1,83.7
4267,528,1,83.7
8939,179,3,83.7
22155,467,1,83.68
6438,245,3,83.68
18403,216,3,83.67
12091,491,2,83.67
15755,34,4,83.67
15043,104,5,83.67
14820,15,6,83.65
17123,485,1,83.64
20362,118,3,83.62
9640,136,2,83.62
19055,479,1,83.62
18363,103,2,83.62
10948,501,2,83.61
5811,56,3,83.59
13423,275,2,83.55
22113,129,3,83.55
15825,373,6,83.53
10443,267,2,83.52
6926,189,3,83.51
20808,437,2,83.5
229,3,5,83.49
23561,32,3,83.46
2599,154,2,83.45
15286,456,3,83.44
20990,100,6,83.44
1296,95,3,83.44
9517,236,2,83.44
3860,530,1,83.43
10230,267,3,83.43
11503,504,1,83.42
7634,450,2,83.41
11398,20,3,83.4
7581,487,1,83.37
8310,48,4,83.37
13939,418,3,83.34
17693,2,4,83.34
20646,155,2,83.31
1888,490,2,83.3
1086,205,4,83.29
10489,158,2,83.29
5544,129,2,83.28
22511,412,2,83.28
16807,453,2,83.27
10415,458,2,83.27
2091,537,1,83.24
23333,123,6,83.22
6616,519,1,83.22
16779,486,1,83.2
7123,328,3,83.2
7208,517,1,83.19
3190,531,2,83.19
4472,514,2,83.19
6589,374,3,83.19
2522,391,3,83.16
7287,518,1,83.16
22432,130,6,83.15
20437,189,5,83.13
15416,353,2,83.13
5848,339,2,83.04
22675,25,5,83.04
10311,310,4,83.02
19170,9,3,83.02
2461,379,3,83.01
19070,479,1,82.96
20483,104,5,82.95
8676,43,3,82.94
18219,3,6,82.91
23175,452,2,82.89
884,542,1,82.89
4326,59,2,82.87
10288,229,2,82.86
23453,462,1,82.85
21848,433,3,82.84
20620,473,1,82.83
355,539,2,82.81
11104,108,4,82.8
19365,276,3,82.79
20394,472,1,82.79
11405,309,3,82.78
7439,453,2,82.77
22421,147,3,82.76
9708,179,3,82.75
18936,442,2,82.74
3256,179,2,82.68
8536,514,1,82.65
3078,532,1,82.64
20388,21,3,82.63
2726,478,2,82.62
13479,497,1,82.62
7877,445,3,82.61
14825,469,2,82.61
17145,485,1,82.61
8515,27,3,82.61
14804,291,3,82.6
1682,528,3,82.59
7480,474,2,82.57
4026,55,3,82.57
3120,232,2,82.53
20462,110,4,82.52
7269,456,3,82.51
18014,460,2,82.48
1358,242,3,82.48
21743,285,2,82.47
6455,501,2,82.47
7375,230,5,82.44
11521,96,5,82.44
12459,454,3,82.43
19297,478,1,82.42
4847,503,2,82.39
5296,525,1,82.39
15430,163,5,82.36
23163,213,5,82.35
15327,400,2,82.34
6299,146,2,82.32
17971,131,5,82.31
6956,519,1,82.23
13421,387,2,82.22
5139,464,3,82.22
16150,331,2,82.21
17570,331,2,82.21
22482,53,3,82.21
9947,432,3,82.2
7157,393,2,82.2
915,189,4,82.18
3011,100,5,82.18
18826,0,2,82.18
21231,56,4,82.11
13606,314,3,82.1
19018,24,2,82.05
18352,481,1,82.04
15968,141,4,82.03
6585,519,1,82.02
19823,2,3,82.02
16772,486,1,82.0
10507,487,2,82.0
5313,525,1,82.0
14222,495,1,81.96
607,543,1,81.96
136,216,2,81.96
861,132,3,81.94
14486,285,4,81.94
16102,489,1,81.92
11847,126,5,81.91
2620,84,4,81.91
4550,527,1,81.9
20523,474,1,81.86
9167,410,4,81.84
18263,434,3,81.84
14346,370,3,81.83
6655,368,2,81.82
2052,537,1,81.81
16447,87,5,81.8
14049,420,2,81.8
3951,101,2,81.8
7845,516,1,81.79
2456,228,3,81.77
1122,321,2,81.77
10662,202,3,81.74
8758,513,1,81.72
21072,94,5,81.7
19506,179,3,81.69
5166,33,3,81.68
2616,514,1,81.64
5541,250,5,81.64
17285,154,4,81.62
9576,338,3,81.61
5554,124,3,81.59
1477,337,4,81.59
9390,106,3,81.57
21429,43,4,81.54
16360,61,2,81.54
10333,508,1,81.54
17524,201,2,81.48
2911,430,2,81.48
23174,278,2,81.47
8123,515,1,81.47
3793,530,1,81.45
55,536,2,81.45
21573,44,5,81.43
7090,379,3,81.43
13600,497,1,81.4
3722,380,3,81.4
10267,16,5,81.38
19781,47,3,81.38
7170,107,3,81.34
4470,495,2,81.33
7743,78,3,81.33
2390,252,3,81.3
16048,424,2,81.29
16964,486,1,81.27
1288,540,1,81.26
15698,210,2,81.26
18932,238,3,81.25
17825,288,3,81.25
5522,524,1,81.24
5766,406,3,81.23
15048,398,2,81.23
6653,62,4,81.22
8633,409,2,81.21
4687,253,2,81.19
23032,449,2,81.16
7549,484,2,81.16
5038,206,3,81.12
2146,267,4,81.12
598,233,3,81.1
12675,500,1,81.1
13116,66,6,81.1
20002,457,2,81.09
14553,494,1,81.08
18729,480,1,81.06
22108,468,1,81.04
15772,490,1,81.02
15806,39,3,80.95
16524,274,3,80.93
9050,512,1,80.88
1208,66,5,80.88
7666,253,3,80.88
8347,60,3,80.87
16821,486,1,80.86
12033,503,1,80.83
12397,497,2,80.82
7397,517,1,80.78
13090,39,2,80.7
6542,465,2,80.69
16479,237,6,80.68
18871,440,4,80.67
11118,198,3,80.66
1679,351,5,80.64
22200,409,3,80.63
5614,266,7,80.63
13610,477,2,80.62
13514,460,2,80.61
10422,508,1,80.61
5990,522,1,80.59
20751,440,2,80.54
1226,133,7,80.53
15954,426,4,80.51
10926,506,1,80.5
19184,185,3,80.5
3940,523,2,80.48
8630,116,4,80.48
14473,372,2,80.47
2992,419,4,80.47
13174,258,2,80.46
17694,26,4,80.46
13264,140,4,80.45
22098,467,2,80.44
2639,18,4,80.44
12270,17,3,80.42
15897,488,1,80.42
20817,335,2,80.42
18581,122,3,80.41
2277,301,2,80.41
23139,446,2,80.4
2190,20,5,80.39
16491,487,1,80.31
15854,64,3,80.29
5448,372,2,80.29
15879,384,3,80.28
10778,400,2,80.27
22641,17,3,80.25
16800,35,3,80.23
13684,392,2,80.22
157,489,2,80.21
18130,26,4,80.18
18923,49,4,80.16
13088,423,2,80.15
9706,488,4,80.13
12183,126,3,80.13
14556,100,3,80.11
3293,525,2,80.09
6434,311,4,80.08
17173,46,4,80.07
3324,269,5,80.06
14170,238,6,80.05
18208,83,3,80.05
21959,416,2,80.04
10851,355,4,80.03
7296,482,2,80.03
2801,526,2,80.02
4910,526,1,80.01
17975,294,2,80.01
17798,483,1,80.0
12243,342,4,79.99
1640,539,1,79.99
17869,483,1,79.98
22021,256,2,79.96
22218,467,1,79.96
230,389,2,79.96
18849,267,2,79.96
7273,205,3,79.95
18498,166,5,79.95
5730,490,3,79.95
22397,102,4,79.93
16,293,4,79.87
23461,441,2,79.82
14880,345,3,79.82
22236,467,1,79.8
22360,448,2,79.8
1082,89,2,79.73
17738,5,4,79.72
1704,507,3,79.7
18085,258,3,79.67
12544,175,3,79.65
12952,490,2,79.65
8396,514,1,79.63
15420,59,4,79.62
12871,358,8,79.6
14051,477,2,79.6
11149,253,5,79.59
256,442,3,79.58
996,541,1,79.55
22489,236,2,79.55
2069,21,3,79.53
20856,8,4,79.49
21121,56,2,79.48
16728,481,1,79.47
14071,276,5,79.47
9378,265,6,79.46
20520,474,1,79.46
3600,69,2,79.46
15535,32,2,79.45
16159,236,4,79.44
2612,167,2,79.44
18879,35,3,79.38
1132,66,4,79.38
12063,93,2,79.37
9166,310,2,79.35
3430,134,5,79.31
1616,117,5,79.31
7321,62,4,79.3
2060,342,5,79.27
9688,315,4,79.26
20527,63,2,79.26
4173,209,3,79.25
10460,205,2,79.24
2827,464,3,79.24
840,200,3,79.21
20649,473,1,79.2
22779,102,3,79.18
19231,374,4,79.18
21366,430,4,79.18
21001,198,4,79.17
18886,480,1,79.15
15382,9,3,79.08
2145,536,1,79.08
13337,105,5,79.07
5225,525,1,79.06
568,6,4,79.0
10064,162,3,78.98
9515,424,2,78.98
4763,168,3,78.95
2056,191,3,78.95
9180,177,2,78.95
19972,211,3,78.95
6248,301,4,78.94
3263,439,3,78.93
615,519,2,78.91
10737,1,6,78.9
6782,275,4,78.89
468,289,3,78.85
21541,470,1,78.85
4534,368,3,78.84
16816,486,1,78.84
9242,32,5,78.81
22900,464,1,78.81
18360,473,2,78.8
22530,211,2,78.79
4481,528,1,78.77
21035,139,2,78.77
3617,531,1,78.77
16730,281,5,78.76
20658,225,2,78.75
23485,45,3,78.73
10836,26,3,78.72
6002,522,1,78.7
15603,490,1,78.7
14636,244,3,78.69
22323,229,2,78.69
14183,495,3,78.69
4479,470,4,78.69
14934,74,2,78.64
8488,219,4,78.64
9625,510,1,78.64
12066,479,2,78.63
23514,462,1,78.62
16707,73,3,78.62
5086,524,2,78.62
6763,101,3,78.58
20136,296,3,78.56
22201,264,2,78.52
12525,479,2,78.51
21295,405,2,78.5
17002,26,6,78.49
7070,441,3,78.49
10832,14,3,78.47
6919,12,4,78.46
17030,322,3,78.42
1825,21,2,78.42
12836,499,1,78.41
11052,491,1,78.41
13655,220,2,78.41
14931,112,3,78.39
17532,166,3,78.32
14666,230,6,78.28
17683,483,1,78.27
14857,268,4,78.23
15626,109,3,78.23
32,111,3,78.21
2786,534,1,78.2
16276,28,6,78.17
5901,523,2,78.16
6107,154,4,78.15
14086,2,6,78.13
7197,208,3,78.1
1268,228,3,78.08
5613,524,1,78.04
2968,534,1,78.02
21434,366,3,78.01
3344,532,1,78.0
15836,489,1,78.0
4414,477,1,78.0
20508,469,2,78.0
13039,499,1,78.0
6076,233,2,77.98
11306,87,5,77.97
16574,120,3,77.96
10100,509,1,77.95
22384,103,4,77.94
1767,341,2,77.94
16606,263,3,77.93
16481,182,3,77.93
10939,479,2,77.93
13920,496,1,77.9
19382,415,4,77.89
18578,107,2,77.87
13746,497,1,77.83
11546,145,3,77.83
21683,469,1,77.82
21191,107,2,77.82
18592,436,3,77.8
13737,497,1,77.8
7352,60,3,77.78
17675,225,2,77.74
15063,289,4,77.74
14881,492,1,77.73
2238,80,3,77.71
21251,429,3,77.69
18302,162,4,77.69
16334,481,1,77.66
4092,151,3,77.65
4631,442,2,77.65
1994,537,1,77.63
20927,472,1,77.6
3648,406,2,77.6
21843,47,4,77.59
21921,5,3,77.58
7436,235,2,77.56
9190,496,2,77.54
10135,437,2,77.5
14462,458,2,77.5
19952,57,6,77.5
23018,419,4,77.49
22984,114,4,77.49
23214,463,1,77.48
21363,346,3,77.48
11454,330,5,77.47
21845,421,4,77.46
6420,9,2,77.46
19139,207,3,77.45
11378,217,2,77.44
79,545,1,77.44
21882,469,1,77.44
23542,462,1,77.43
22580,451,2,77.42
10000,334,3,77.42
12095,502,1,77.42
10304,508,1,77.41
23257,78,6,77.41
3001,363,4,77.39
22028,94,3,77.36
19407,103,3,77.35
14534,494,1,77.33
17503,60,3,77.33
17294,104,3,77.29
986,541,1,77.25
17474,484,1,77.24
6444,521,1,77.24
747,525,2,77.22
3490,330,5,77.22
16939,486,1,77.21
10002,509,1,77.21
7962,380,2,77.2
15353,48,6,77.2
9262,108,4,77.16
20336,246,4,77.16
21695,89,3,77.14
19797,476,1,77.13
4554,527,1,77.12
11637,258,2,77.11
12291,165,3,77.08
1736,74,3,77.08
1177,541,1,77.07
14887,248,2,77.06
10773,507,1,77.03
9071,484,2,77.02
14712,374,2,77.02
21820,464,1,77.0
22704,434,2,77.0
16658,384,3,77.0
7723,313,5,76.99
8835,132,2,76.98
20589,411,3,76.98
4467,528,1,76.97
3319,250,2,76.97
14311,474,3,76.97
6465,280,2,76.96
7509,515,1,76.96
15017,112,3,76.94
19493,280,4,76.92
13922,101,4,76.85
7972,255,3,76.85
18768,480,1,76.84
9243,154,3,76.82
15575,468,3,76.82
19583,159,3,76.82
15891,489,1,76.81
8111,515,1,76.8
6808,498,2,76.8
6642,402,3,76.78
2467,536,1,76.75
9864,83,2,76.74
12582,243,2,76.7
6066,470,2,76.69
10223,192,4,76.69
19109,205,2,76.69
22379,356,2,76.69
2443,54,2,76.68
12368,145,2,76.68
20571,202,4,76.68
16592,328,2,76.68
6635,67,2,76.65
15108,492,1,76.65
18022,415,4,76.63
22639,390,4,76.63
3102,303,4,76.62
23435,462,1,76.62
4781,502,2,76.61
10686,459,2,76.61
1156,305,4,76.61
6619,520,1,76.6
23408,444,2,76.59
20279,425,2,76.55
5826,469,3,76.54
22014,468,1,76.51
22291,397,2,76.5
13884,453,2,76.49
98,403,2,76.46
359,544,1,76.45
22277,456,2,76.43
19129,436,2,76.41
18343,481,1,76.3
14239,13,5,76.28
5434,524,1,76.28
11007,211,3,76.27
7809,516,1,76.25
17370,484,1,76.24
14514,469,2,76.23
4930,526,1,76.23
7757,477,2,76.23
10430,483,3,76.21
12311,197,3,76.21
618,375,2,76.21
8043,515,1,76.21
6637,520,1,76.2
1677,442,3,76.2
2217,240,2,76.17
12168,235,3,76.16
15136,492,1,76.14
21853,170,5,76.11
8325,110,3,76.06
4333,424,2,76.05
7880,426,3,76.04
17372,352,2,76.03
19762,269,4,76.01
6712,520,1,76.01
5998,522,1,76.01
21457,469,1,76.01
17535,484,1,75.97
12911,499,1,75.97
14752,492,1,75.97
22780,106,4,75.97
11835,503,1,75.97
18401,62,4,75.96
7292,170,2,75.95
21740,248,3,75.92
11424,27,3,75.88
19460,126,5,75.88
10857,161,4,75.85
13811,473,4,75.84
3453,135,2,75.83
12042,502,1,75.83
1043,541,1,75.82
963,542,1,75.81
21326,458,2,75.81
20785,340,2,75.81
15551,482,2,75.8
11947,211,3,75.8
6257,52,2,75.78
15006,247,5,75.77
4547,199,2,75.76
10193,105,5,75.74
5564,507,2,75.74
948,341,2,75.72
13550,120,2,75.71
7999,516,1,75.7
21631,351,2,75.7
12995,276,5,75.7
20216,469,2,75.69
2779,344,2,75.69
4832,526,1,75.68
21303,75,2,75.68
23021,462,3,75.68
20739,147,3,75.67
3966,435,2,75.66
1521,475,3,75.66
4034,451,2,75.64
4920,425,2,75.62
7233,304,2,75.61
19134,102,4,75.57
2663,200,5,75.56
18693,121,3,75.55
6530,520,1,75.48
19551,280,2,75.48
17542,64,3,75.47
22417,463,1,75.45
1110,541,1,75.45
12681,17,4,75.45
7092,519,1,75.44
2250,86,4,75.43
2558,535,1,75.42
13179,498,1,75.41
3818,436,3,75.41
21349,385,3,75.41
10493,383,3,75.4
12370,240,3,75.4
13152,498,1,75.39
22859,465,1,75.35
11961,498,2,75.3
8014,446,2,75.3
10080,21,4,75.3
13556,196,3,75.29
6927,519,2,75.27
16810,463,2,75.25
16023,169,3,75.23
11207,370,4,75.22
654,428,2,75.22
2944,336,4,75.21
15565,462,2,75.21
9986,509,1,75.21
12447,327,3,75.21
5497,71,5,75.2
18809,123,3,75.19
13837,496,1,75.14
21,533,2,75.11
15524,22,5,75.1
19792,476,1,75.09
6371,505,2,75.09
9773,430,5,75.07
12778,156,2,75.05
9168,512,1,75.04
5381,524,1,75.04
9480,511,4,75.02
17516,425,4,75.0
10972,18,3,74.98
11435,505,1,74.97
5353,525,1,74.97
17357,484,1,74.96
15463,133,3,74.96
20246,475,1,74.95
9584,435,2,74.94
5308,525,2,74.93
16875,486,1,74.91
11174,5,5,74.91
21168,255,5,74.86
4997,433,3,74.86
13203,498,1,74.83
10289,420,2,74.83
5581,465,2,74.82
16613,290,2,74.81
4060,507,2,74.81
17976,482,2,74.81
6894,507,2,74.8
13481,497,1,74.8
7168,411,2,74.8
14558,101,4,74.75
20381,374,2,74.74
22134,93,6,74.74
22968,464,1,74.68
1341,20,3,74.67
21710,23,6,74.67
3655,518,3,74.67
6898,189,5,74.66
11325,505,1,74.65
20379,474,1,74.65
8083,314,4,74.65
20949,341,2,74.63
20363,474,1,74.63
11488,18,2,74.62
1012,423,4,74.62
4423,528,1,74.62
19016,325,3,74.62
11824,49,5,74.61
4774,503,3,74.61
1913,462,2,74.61
7761,507,2,74.61
13268,463,2,74.6
14279,495,1,74.58
22881,255,5,74.57
6251,77,4,74.55
16427,179,6,74.54
1981,86,2,74.53
8552,134,4,74.48
7749,516,1,74.48
20086,475,1,74.48
10368,320,2,74.47
13432,45,3,74.46
15309,462,2,74.46
16969,464,1,74.43
8228,454,2,74.42
13308,498,1,74.41
11197,500,2,74.41
170,154,2,74.39
3181,82,3,74.39
13754,213,5,74.38
5791,229,2,74.38
14059,353,4,74.37
3923,530,1,74.34
1039,263,4,74.34
20156,335,3,74.32
18291,28,3,74.31
23145,319,2,74.31
20818,288,2,74.28
16237,461,2,74.27
5908,27,4,74.27
16583,487,1,74.26
20766,473,1,74.25
22466,142,2,74.25
947,506,2,74.23
3604,531,1,74.22
3675,221,2,74.22
1941,538,1,74.22
7964,483,2,74.22
23020,208,2,74.22
14238,495,2,74.22
16307,460,3,74.21
12763,175,3,74.21
3105,383,3,74.21
8805,320,2,74.21
16533,398,5,74.21
19237,334,3,74.21
22260,287,3,74.14
3149,532,2,74.13
12497,482,2,74.12
21976,468,1,74.07
4282,528,1,74.05
14117,169,2,74.04
16913,338,3,74.02
22967,309,2,74.02
930,511,3,74.02
219,409,2,74.02
19107,479,2,74.02
16594,485,1,74.02
11219,505,1,74.02
15945,489,1,74.01
17316,55,3,74.0
12293,276,2,74.0
15582,414,5,73.98
6682,519,1,73.97
7477,265,2,73.97
21322,331,2,73.96
6601,520,1,73.95
19508,475,2,73.95
21060,96,3,73.94
9828,142,4,73.94
466,488,2,73.91
8729,249,4,73.91
8260,473,3,73.89
12594,159,3,73.88
1588,395,3,73.86
19195,337,2,73.85
118,371,2,73.85
21012,385,2,73.84
2973,161,2,73.83
1525,124,3,73.82
10425,451,4,73.82
5476,524,1,73.82
23184,297,2,73.81
14649,410,3,73.81
15317,491,1,73.81
17903,100,4,73.8
2011,418,2,73.76
18280,316,3,73.76
11866,443,4,73.75
18009,466,2,73.72
19545,103,4,73.71
12874,499,1,73.71
3366,393,3,73.71
20854,34,5,73.7
17429,484,1,73.67
16439,488,1,73.66
7716,516,1,73.65
